buyer_income_lpa,house_price_lakh,loan_eligibility,credit_score,down_payment_percent,existing_emi_lpa,employment_years,dependents,property_location_score,employment_type,can_buy
7.81,77.53,no,785,7.21,4.48,5,2,5,salaried,no
31.13,246.92,no,634,16.74,4.86,17,2,8,salaried,no
22.37,288.62,yes,725,21.66,4.22,14,0,10,self_employed,neutral
13.59,231.61,no,582,15.32,0.38,10,3,6,salaried,no
8.19,42.69,yes,574,11.79,1.77,3,3,7,salaried,neutral
30.7,184.05,no,738,28.56,8.68,24,0,6,business,no
30.81,108.8,yes,808,31.69,12.51,13,1,4,business,yes
58.89,203.9,yes,722,26.09,11.3,9,0,6,salaried,yes
6.81,44.73,no,616,18.58,1.02,7,2,8,salaried,no
31.81,242.04,yes,700,29.06,11.43,8,5,8,salaried,yes
6.75,50.6,no,551,12.88,1.02,5,3,1,salaried,no
28.64,235.15,yes,758,30.68,8.41,6,4,6,salaried,yes
70.43,391.56,yes,743,35.54,6.45,23,1,7,self_employed,yes
14.02,139.22,no,677,15.88,7.16,8,3,10,business,no
10.13,109.26,no,717,9.45,4.18,5,3,1,self_employed,no
43.47,548.43,yes,694,44.45,10.7,5,1,8,business,neutral
17.6,100.49,no,572,13.98,11.21,10,2,8,salaried,no
24.04,139.82,no,719,26.07,7.05,4,0,3,salaried,no
61.28,720.31,yes,770,44.39,5.58,4,4,4,self_employed,yes
46.26,553.49,yes,697,35.56,5.06,6,3,4,salaried,yes
27.14,221.53,yes,700,20.63,6.42,10,4,6,salaried,yes
14.29,59.23,yes,787,21.72,3.79,8,4,5,salaried,yes
27.14,202.3,yes,666,38.5,2.74,9,3,5,business,yes
18.25,162.96,yes,701,12.67,2.16,9,3,7,self_employed,neutral
56.76,114.49,yes,736,39.37,4.7,11,3,3,business,yes
42.59,231.48,no,736,33.8,22.99,14,4,9,salaried,neutral
31.24,291.88,yes,735,11.48,4.12,11,6,5,business,neutral
12.75,123.68,no,883,12.61,2.35,8,2,9,salaried,neutral
9.86,87.4,yes,812,16.22,4.93,7,3,1,business,neutral
68.07,360.31,yes,855,49.8,20.38,8,1,10,business,yes
7.1,100.24,no,530,16.66,1.68,9,1,7,salaried,no
52.17,202.07,yes,829,54.17,3.46,12,2,9,salaried,yes
9.38,102.03,no,595,12.38,3.73,8,3,6,salaried,no
16.41,78.37,yes,593,29.33,1.47,6,1,6,business,neutral
11.71,147.04,no,757,9.61,3.74,1,1,2,business,no
17.88,255.47,yes,676,22.12,5.2,7,3,3,salaried,no
12.17,92.14,yes,523,14.45,7.01,16,3,5,salaried,no
11.13,197.12,no,543,11.52,4.64,12,2,5,self_employed,no
23.09,116.78,yes,719,22.19,4.93,9,5,8,salaried,yes
14.77,121.81,yes,631,15.58,2.82,9,3,5,salaried,neutral
41.53,120.72,yes,824,40.29,8.52,9,1,3,salaried,yes
25.02,322.26,yes,746,44.77,6.19,20,2,6,business,neutral
7.24,107.44,yes,896,17.81,1.45,5,3,8,salaried,neutral
54.67,269.48,yes,764,17.63,8.19,25,0,8,self_employed,yes
24.87,139.43,yes,670,16.71,5.15,12,0,8,salaried,yes
38.94,146.7,yes,815,41.02,6.74,19,2,3,business,yes
26.45,173.11,no,721,17.96,5.58,13,2,1,salaried,no
7.69,76.4,yes,709,10.02,2.16,17,1,5,self_employed,yes
21.58,169.85,yes,577,16.6,5.06,7,0,9,business,neutral
57.52,333.33,yes,778,33.34,15.02,8,1,10,salaried,yes
18.48,128.54,yes,669,15.2,4.18,7,2,1,business,neutral
9.92,62.0,yes,832,10.49,3.87,9,4,3,self_employed,neutral
6.34,73.67,no,617,11.37,2.6,5,2,4,self_employed,no
28.93,195.39,yes,644,16.35,0.97,6,0,5,salaried,yes
10.08,67.78,no,501,16.16,6.27,12,2,9,self_employed,no
9.44,58.69,yes,631,26.96,4.16,3,1,7,salaried,neutral
7.25,51.23,yes,662,7.76,1.98,7,0,9,self_employed,neutral
44.63,437.35,yes,763,19.08,19.49,11,2,9,self_employed,neutral
6.63,64.46,no,544,24.47,1.73,13,3,10,salaried,no
21.53,239.64,yes,611,32.35,6.53,14,3,7,salaried,yes
12.62,285.16,no,688,22.55,2.87,9,4,9,self_employed,no
51.21,246.0,yes,765,45.86,6.09,22,1,6,salaried,yes
22.79,165.66,no,671,10.56,3.4,19,2,8,salaried,no
18.98,353.44,no,567,13.87,9.8,6,3,10,self_employed,no
17.53,102.7,yes,799,8.39,3.52,17,2,2,salaried,yes
49.33,359.82,yes,729,52.88,20.78,22,4,3,salaried,yes
28.33,235.11,yes,731,25.04,6.31,10,2,7,business,yes
54.62,192.58,yes,762,52.81,12.29,12,6,5,salaried,yes
29.22,100.31,yes,757,47.62,4.11,12,2,9,business,yes
44.38,280.82,yes,800,52.73,7.64,28,1,8,salaried,yes
7.2,70.6,no,676,6.3,3.09,16,1,5,self_employed,no
22.12,217.49,yes,756,40.0,5.35,6,2,1,salaried,yes
10.11,188.5,no,723,12.42,3.67,9,1,3,self_employed,no
19.89,174.54,yes,677,15.24,3.21,10,1,7,salaried,neutral
5.97,56.81,no,599,3.07,2.06,10,0,4,salaried,no
54.18,256.11,no,700,17.34,10.61,8,2,3,self_employed,neutral
14.92,215.85,yes,690,5.79,3.59,17,1,6,business,no
7.2,108.24,yes,616,11.72,2.09,3,2,6,salaried,no
8.67,68.35,yes,528,9.24,2.35,3,0,4,salaried,neutral
12.61,62.78,no,694,24.77,1.08,10,2,6,salaried,neutral
8.55,39.7,yes,692,31.94,2.87,8,0,2,business,yes
32.97,130.57,no,749,17.33,12.76,6,2,2,business,no
30.02,128.51,no,670,21.82,2.11,7,1,3,salaried,neutral
8.12,96.28,yes,579,14.31,2.78,7,2,6,business,neutral
10.91,150.62,no,639,10.27,3.33,5,2,8,salaried,no
33.11,147.31,yes,648,37.36,8.52,19,3,8,business,yes
21.71,140.41,yes,562,19.61,3.62,15,3,1,business,neutral
4.96,48.29,no,689,6.49,0.5,9,5,8,business,no
15.63,144.94,yes,688,15.04,3.31,6,1,7,salaried,yes
27.65,96.27,yes,802,15.34,7.78,18,2,8,business,yes
21.12,225.74,yes,671,9.86,3.18,6,2,8,business,neutral
8.16,131.39,no,729,5.44,4.21,10,4,6,self_employed,no
14.67,312.9,yes,806,18.99,3.59,22,2,9,salaried,neutral
16.03,107.81,no,594,21.95,2.73,17,4,5,salaried,no
14.39,151.64,yes,673,20.33,5.1,11,3,4,salaried,neutral
11.74,130.79,no,649,18.39,2.8,2,0,7,self_employed,no
60.7,350.02,no,653,33.69,29.46,16,6,6,self_employed,no
33.32,273.75,yes,816,31.4,2.2,10,2,7,business,yes
34.84,485.12,yes,731,16.35,8.46,11,0,8,business,neutral
71.52,400.38,yes,723,26.54,31.48,6,3,8,business,yes
26.65,161.16,yes,693,15.54,2.53,4,1,6,salaried,yes
9.22,112.71,yes,513,20.25,2.94,6,2,10,salaried,neutral
23.9,196.84,yes,787,13.09,7.98,12,0,8,salaried,yes
32.48,183.02,yes,762,21.6,5.79,8,5,6,salaried,yes
24.54,205.37,no,470,14.0,11.55,11,0,8,self_employed,no
3.18,20.08,yes,653,16.2,1.39,12,4,4,self_employed,neutral
16.59,189.02,no,694,3.61,9.6,11,0,4,self_employed,no
60.9,361.22,yes,883,32.07,5.7,15,0,10,salaried,yes
61.37,185.37,yes,727,54.23,14.91,20,1,9,self_employed,yes
15.83,195.78,no,609,6.8,5.72,7,4,7,self_employed,no
34.33,289.06,yes,681,27.07,13.64,8,2,4,salaried,neutral
25.89,253.39,yes,717,16.56,2.23,11,2,2,business,neutral
9.33,69.95,no,717,20.49,1.47,4,1,8,self_employed,no
44.08,162.36,yes,754,42.86,6.57,15,3,5,business,yes
37.3,233.7,yes,812,52.49,6.18,21,4,6,salaried,yes
21.12,132.97,yes,754,38.28,6.73,13,1,9,self_employed,yes
13.7,96.45,yes,677,11.03,3.17,5,0,8,self_employed,neutral
21.06,108.0,no,678,30.03,3.25,6,2,8,self_employed,neutral
15.34,133.88,yes,743,36.13,3.49,16,2,3,salaried,yes
9.85,120.12,no,620,6.49,2.97,10,4,7,self_employed,no
19.76,171.26,yes,695,9.89,4.42,6,4,3,salaried,neutral
24.3,154.16,yes,666,18.34,5.45,10,1,3,business,neutral
17.19,111.78,yes,771,14.95,3.5,10,6,7,self_employed,yes
23.51,215.2,yes,898,18.07,2.82,11,0,6,salaried,yes
64.24,453.52,yes,732,20.94,5.08,13,2,4,business,yes
46.7,402.37,yes,754,30.35,20.61,10,6,3,business,neutral
18.79,141.41,yes,810,24.73,3.16,11,2,6,self_employed,yes
44.28,287.22,no,676,23.54,9.05,12,2,9,salaried,no
58.03,339.91,yes,659,31.52,22.3,21,0,1,salaried,neutral
34.9,255.64,yes,767,45.56,4.26,9,1,6,salaried,yes
10.73,102.58,no,642,7.59,4.31,3,2,9,business,no
52.29,337.79,yes,769,28.86,12.03,9,3,8,business,yes
27.07,300.66,yes,856,20.49,7.13,18,4,6,salaried,yes
14.37,127.18,yes,689,13.18,3.97,4,1,4,salaried,neutral
10.29,100.65,yes,674,11.11,3.12,9,3,7,salaried,neutral
4.84,54.97,yes,600,6.99,0.89,6,2,4,self_employed,no
51.3,479.84,yes,731,25.82,13.1,9,1,5,self_employed,neutral
9.36,96.15,no,668,11.9,2.18,7,4,8,salaried,no
26.44,268.08,yes,774,24.62,6.4,20,6,6,self_employed,yes
47.84,336.89,yes,727,23.97,11.26,5,2,8,business,yes
18.65,155.0,yes,658,31.54,3.4,7,4,4,self_employed,neutral
6.23,41.53,no,647,13.98,2.68,8,1,2,self_employed,no
81.9,188.46,yes,720,45.2,12.44,21,2,4,business,yes
8.48,49.26,yes,643,15.14,2.03,1,0,10,salaried,neutral
18.48,183.69,no,549,14.72,9.84,3,0,1,salaried,no
8.41,121.03,no,670,11.83,3.4,7,0,7,business,no
11.26,58.89,yes,736,15.25,6.24,7,3,8,salaried,neutral
15.99,98.9,yes,602,15.34,2.4,12,1,3,salaried,neutral
12.76,91.14,yes,731,19.39,0.33,8,2,2,salaried,yes
16.61,99.35,yes,865,17.32,3.95,6,1,6,salaried,yes
31.19,186.07,no,703,23.93,6.54,19,4,8,salaried,neutral
90.66,574.37,yes,762,25.31,15.73,18,4,5,salaried,yes
19.38,184.21,yes,705,33.67,1.86,24,1,6,salaried,yes
31.29,139.13,yes,711,29.37,5.37,10,2,6,self_employed,yes
10.31,130.26,no,786,9.26,3.36,11,1,2,self_employed,no
31.86,205.07,yes,684,33.47,3.9,13,3,7,salaried,yes
5.4,81.94,no,689,10.51,0.8,2,1,2,salaried,no
18.59,102.75,yes,771,27.34,1.41,9,5,3,self_employed,yes
10.45,45.47,no,674,12.45,3.48,7,3,5,self_employed,no
17.35,191.63,no,712,9.15,8.55,3,0,5,salaried,no
17.09,99.61,yes,814,20.17,1.66,20,4,2,salaried,yes
15.91,112.49,yes,718,25.91,3.12,9,1,3,salaried,yes
10.03,65.64,yes,695,22.85,3.05,17,0,9,self_employed,yes
27.24,254.14,yes,650,16.84,11.16,15,4,10,salaried,neutral
14.49,131.0,no,728,6.77,9.34,9,1,10,self_employed,no
63.6,475.72,yes,732,38.06,13.62,24,5,1,business,yes
25.9,118.26,no,732,21.94,6.77,18,6,3,self_employed,neutral
11.02,107.93,no,738,20.03,3.95,9,2,5,self_employed,no
6.76,67.64,yes,664,14.35,3.39,4,4,9,self_employed,no
23.15,359.82,yes,717,28.47,4.05,14,3,5,salaried,neutral
7.67,40.2,no,542,19.01,4.59,4,2,10,salaried,no
56.01,215.26,yes,786,26.85,11.21,23,2,8,salaried,yes
7.69,59.53,yes,827,5.57,3.74,11,2,6,self_employed,neutral
12.62,54.11,yes,692,17.71,3.17,13,2,9,business,yes
13.46,98.4,yes,783,8.2,3.96,5,2,9,self_employed,yes
10.41,80.57,yes,676,21.13,2.95,9,5,6,business,neutral
7.18,61.9,no,823,14.32,2.34,10,2,8,salaried,neutral
28.31,191.13,yes,713,10.79,6.03,19,2,5,self_employed,yes
12.58,120.33,yes,742,13.03,4.23,10,1,7,salaried,neutral
8.79,101.64,yes,608,8.67,2.23,4,0,7,salaried,no
34.26,212.88,yes,721,14.25,4.01,8,3,7,salaried,yes
8.55,120.15,no,623,18.44,2.58,4,0,7,salaried,no
6.19,69.51,yes,641,20.27,1.03,7,2,10,business,neutral
6.83,66.61,no,555,7.55,3.47,6,1,9,salaried,no
61.12,327.14,yes,767,29.39,10.98,13,3,9,business,yes
28.36,277.77,yes,761,15.92,6.81,6,2,5,self_employed,yes
41.2,204.31,yes,758,19.03,7.91,4,1,7,salaried,yes
21.07,173.28,yes,604,24.87,4.81,11,0,5,salaried,neutral
20.68,94.07,no,682,31.6,7.13,4,3,6,self_employed,neutral
54.72,374.97,yes,737,19.6,13.71,12,1,4,self_employed,yes
64.1,230.64,yes,809,38.67,12.39,9,2,3,salaried,yes
9.44,107.6,yes,754,18.94,3.14,9,5,1,self_employed,neutral
10.11,84.6,yes,666,22.64,3.06,7,5,8,business,neutral
10.42,82.84,no,709,13.18,1.55,8,5,10,salaried,no
5.46,24.84,yes,675,13.03,2.52,6,4,4,self_employed,neutral
36.61,380.68,no,787,31.6,11.87,6,0,7,business,no
4.34,25.79,yes,733,12.71,1.95,8,3,10,salaried,neutral
26.3,288.56,yes,663,34.05,5.84,10,6,7,salaried,neutral
22.61,208.66,yes,615,19.3,3.23,13,2,8,business,neutral
22.12,216.17,no,508,7.86,10.38,13,2,5,salaried,no
11.6,119.45,no,549,19.05,4.35,7,3,9,salaried,no
12.03,188.29,yes,749,13.8,3.78,3,0,6,self_employed,no
76.39,276.96,yes,784,38.57,2.74,25,0,7,salaried,yes
77.18,285.08,no,727,33.68,6.82,20,5,6,salaried,neutral
27.18,218.42,yes,798,25.85,4.27,27,1,8,business,yes
5.37,62.0,yes,693,14.58,1.03,6,5,5,salaried,neutral
20.19,99.98,no,632,11.91,5.3,13,1,8,salaried,neutral
28.55,140.62,yes,745,20.65,6.54,18,4,5,salaried,yes
11.18,88.8,no,470,8.58,5.46,6,2,3,salaried,no
3.68,40.34,yes,676,18.92,1.1,4,2,6,salaried,neutral
23.79,205.22,no,678,24.14,6.23,8,0,8,salaried,no
15.63,168.05,no,650,5.53,7.04,2,2,6,self_employed,no
3.54,44.83,no,635,18.47,1.9,4,3,2,salaried,no
11.43,92.0,yes,626,16.72,4.98,0,0,6,salaried,no
9.14,186.72,no,528,7.65,4.77,3,2,7,self_employed,no
9.7,49.98,yes,730,16.82,3.02,17,2,7,business,yes
30.71,147.94,yes,826,27.51,8.96,11,2,3,self_employed,yes
44.96,200.25,yes,720,35.27,3.52,17,0,6,business,yes
29.94,313.43,yes,643,26.38,5.7,23,3,8,self_employed,yes
46.59,489.01,yes,741,47.68,19.56,10,4,7,self_employed,neutral
15.53,75.72,no,697,33.38,2.98,7,1,2,salaried,neutral
17.59,138.04,no,623,10.66,7.58,1,5,9,salaried,no
70.71,384.37,yes,755,30.78,6.78,9,2,8,salaried,yes
6.43,74.07,no,717,7.08,2.1,10,2,3,salaried,no
15.83,88.86,no,657,27.27,3.64,20,4,8,salaried,neutral
8.7,105.0,yes,663,9.25,2.39,6,4,6,self_employed,neutral
12.02,140.84,no,642,5.25,8.09,6,4,8,business,no
44.48,255.21,yes,746,37.55,3.09,11,0,1,salaried,yes
8.93,111.24,yes,733,7.1,2.39,8,4,7,salaried,neutral
6.87,85.88,yes,649,9.0,1.53,6,0,6,self_employed,no
116.04,530.8,yes,706,21.04,10.1,13,1,2,business,yes
30.58,254.35,yes,703,15.48,7.87,9,5,10,self_employed,neutral
10.67,91.96,no,670,9.91,5.56,1,2,6,self_employed,no
60.26,599.56,no,701,24.38,30.29,9,3,10,self_employed,no
15.42,156.32,yes,635,9.1,6.75,19,0,3,business,neutral
12.98,81.04,yes,896,12.73,5.45,1,0,5,salaried,neutral
10.12,129.02,yes,625,8.0,3.62,3,3,6,salaried,no
32.54,442.15,yes,758,46.97,13.98,7,2,8,salaried,neutral
6.68,66.89,yes,786,13.16,2.15,7,1,2,self_employed,neutral
10.36,116.07,yes,762,8.45,2.81,5,1,4,business,yes
25.82,79.28,yes,831,54.35,7.65,8,3,6,salaried,yes
20.63,139.18,yes,651,18.8,5.6,10,5,8,business,neutral
42.18,156.68,yes,707,33.51,3.86,14,4,1,self_employed,yes
5.37,44.84,no,735,12.3,2.18,9,0,8,salaried,no
18.86,139.15,yes,686,27.94,5.47,11,5,7,self_employed,yes
32.46,293.63,yes,784,26.77,12.23,15,2,6,business,yes
69.74,219.91,yes,794,48.11,7.75,15,2,3,salaried,yes
20.08,116.19,no,739,32.6,4.04,11,2,8,self_employed,neutral
52.19,270.11,yes,731,25.98,6.94,27,4,9,salaried,yes
62.32,631.41,yes,763,52.91,16.28,6,0,2,business,yes
17.46,136.33,yes,769,33.26,5.6,18,2,10,salaried,yes
5.93,70.83,no,691,6.64,2.49,18,2,5,self_employed,no
16.19,125.99,no,534,7.75,7.39,9,1,8,salaried,no
43.11,150.8,yes,695,22.92,11.5,11,3,6,business,yes
12.81,69.38,yes,709,9.32,0.43,20,0,8,salaried,yes
35.64,263.89,no,688,44.36,8.57,17,3,4,self_employed,neutral
40.72,193.62,yes,632,25.82,15.83,17,6,5,self_employed,neutral
31.67,317.41,yes,645,34.55,8.41,11,5,7,salaried,neutral
13.41,157.19,no,470,5.76,7.02,7,4,3,salaried,no
12.12,100.36,yes,672,30.63,3.68,14,3,7,self_employed,yes
8.29,104.26,yes,636,18.98,1.49,6,0,10,salaried,no
14.03,159.54,no,831,12.51,5.87,5,2,4,salaried,no
8.1,62.99,no,570,7.58,4.24,6,1,5,salaried,no
27.11,165.13,yes,677,28.93,8.83,7,5,9,self_employed,neutral
55.75,189.48,yes,782,24.7,7.71,20,4,6,salaried,yes
3.4,35.85,no,718,9.21,1.11,5,4,8,salaried,no
6.2,61.49,yes,706,12.39,2.0,11,6,7,self_employed,neutral
20.1,312.46,yes,702,26.04,4.57,9,1,3,business,neutral
14.06,117.03,yes,766,7.55,6.27,10,0,6,salaried,neutral
24.37,126.95,yes,495,16.03,8.04,13,2,8,salaried,neutral
12.52,164.46,no,638,11.1,6.19,10,3,5,self_employed,no
47.77,243.3,yes,781,22.79,5.43,22,2,8,salaried,yes
15.7,137.6,no,538,10.82,7.24,4,2,10,salaried,no
28.6,125.28,no,745,31.08,10.89,18,3,10,self_employed,neutral
13.57,75.43,yes,744,20.95,3.13,14,2,5,salaried,yes
55.77,222.32,yes,740,38.21,5.59,28,3,6,self_employed,yes
6.6,61.89,yes,792,18.15,1.42,2,6,5,self_employed,neutral
3.9,42.1,yes,531,17.24,1.23,9,6,6,salaried,no
27.97,137.38,no,635,18.9,7.97,7,2,8,business,neutral
14.52,118.35,no,682,13.47,2.24,19,3,8,salaried,no
20.59,393.22,no,580,13.22,8.52,5,5,7,salaried,no
26.45,389.76,no,512,7.1,15.07,2,2,6,salaried,no
26.4,161.37,yes,549,33.86,6.82,11,2,4,salaried,neutral
8.52,102.29,no,589,15.04,2.51,3,0,4,self_employed,no
67.68,310.54,yes,841,43.78,4.89,22,2,10,salaried,yes
17.82,85.14,yes,722,10.26,5.97,5,3,5,salaried,yes
33.26,149.71,no,762,6.88,10.28,2,1,7,salaried,neutral
20.96,113.54,yes,711,20.39,8.11,23,6,3,salaried,neutral
6.91,47.25,yes,489,16.09,2.2,8,2,9,salaried,neutral
10.34,103.16,yes,809,9.42,3.8,8,3,9,self_employed,yes
48.06,287.54,yes,731,31.2,5.94,19,3,6,salaried,yes
24.71,225.93,yes,663,40.14,8.56,6,3,6,salaried,yes
21.73,168.64,yes,644,19.16,6.8,8,1,5,self_employed,neutral
19.26,135.37,yes,620,8.9,12.19,2,0,2,salaried,no
16.15,179.65,no,598,37.58,7.57,24,4,8,self_employed,no
76.51,1031.67,yes,662,33.94,16.18,10,3,7,business,neutral
14.2,38.87,no,642,10.62,3.37,7,0,7,self_employed,neutral
10.8,375.41,no,707,1.33,6.03,9,5,7,business,no
22.64,219.88,yes,648,16.76,8.6,16,4,8,business,yes
10.3,136.76,yes,751,16.02,1.75,7,2,5,business,neutral
4.43,54.81,no,701,6.06,3.05,3,1,7,self_employed,no
11.95,109.73,yes,612,13.34,5.74,11,3,1,salaried,no
61.01,207.68,yes,700,41.03,8.04,7,0,1,salaried,yes
8.46,77.42,no,731,24.0,3.92,8,4,6,self_employed,no
23.42,435.48,yes,752,17.34,3.99,6,0,10,salaried,neutral
25.21,188.94,no,631,39.23,3.57,8,2,3,salaried,no
13.76,167.82,yes,621,16.66,5.48,4,6,5,self_employed,no
13.07,87.67,no,615,14.53,7.12,2,4,7,salaried,no
10.68,96.47,yes,654,28.03,4.42,9,5,7,self_employed,no
28.16,116.7,no,748,28.01,5.03,11,2,6,salaried,neutral
7.05,91.47,no,733,9.43,1.98,9,4,5,self_employed,no
41.8,189.97,yes,784,34.5,10.1,8,2,9,salaried,yes
23.71,347.43,no,722,15.7,6.49,9,2,6,salaried,no
15.96,238.46,no,631,6.3,8.55,7,0,8,self_employed,no
65.03,368.66,yes,763,14.75,26.59,10,2,1,business,neutral
29.7,70.49,yes,750,43.19,3.24,4,1,9,business,yes
17.85,105.7,yes,645,29.46,3.39,24,3,7,salaried,yes
11.14,93.62,yes,648,18.36,1.51,4,4,6,salaried,neutral
7.19,75.11,yes,746,20.31,1.86,3,0,7,salaried,neutral
3.59,39.2,yes,840,15.5,1.6,13,2,4,self_employed,neutral
49.33,140.47,yes,747,34.59,2.14,16,1,9,salaried,yes
34.11,196.39,no,635,47.11,6.41,12,4,5,business,neutral
13.27,107.56,yes,758,9.91,5.41,3,1,5,business,neutral
29.26,260.14,yes,746,31.43,13.39,21,1,8,self_employed,neutral
9.31,146.75,yes,470,20.16,3.59,2,0,7,salaried,no
11.76,118.71,no,581,12.41,4.81,6,1,3,self_employed,no
4.48,51.31,no,721,7.55,1.0,4,1,6,salaried,no
18.28,103.65,no,705,31.73,5.17,15,2,7,salaried,neutral
9.09,122.61,no,624,6.65,2.79,4,0,7,salaried,no
12.01,131.6,no,613,9.14,5.74,5,2,6,salaried,no
36.27,322.94,yes,723,38.62,5.73,18,0,10,salaried,yes
14.28,156.24,yes,615,8.37,5.6,15,1,5,self_employed,neutral
7.75,84.71,yes,813,15.32,2.44,6,2,8,salaried,yes
24.45,130.71,no,616,14.09,5.39,8,1,9,salaried,neutral
14.01,111.3,no,587,23.24,5.91,4,2,7,salaried,no
17.3,161.58,no,526,7.72,10.96,5,0,1,salaried,no
11.04,126.3,yes,703,15.92,2.87,4,2,8,salaried,neutral
23.01,76.78,no,759,28.79,5.96,8,3,9,self_employed,yes
8.63,67.72,no,499,3.14,3.71,13,3,2,salaried,no
22.76,106.86,yes,775,29.68,2.09,10,4,8,self_employed,yes
25.03,203.47,yes,591,18.04,7.16,14,3,10,salaried,neutral
55.74,611.14,yes,565,39.8,24.04,9,3,5,business,no
9.56,70.29,no,559,20.81,1.96,9,3,9,self_employed,no
9.28,63.16,yes,725,16.38,4.55,16,1,8,self_employed,neutral
5.75,40.63,yes,627,15.38,2.02,3,1,1,salaried,neutral
78.76,621.03,yes,753,30.58,12.91,24,3,1,salaried,yes
18.63,253.09,no,607,10.11,10.94,4,3,2,self_employed,no
22.72,170.52,no,775,24.33,7.22,19,1,7,salaried,neutral
21.22,141.62,yes,610,22.88,8.85,10,4,5,salaried,neutral
15.72,208.71,no,470,12.44,3.95,9,6,4,salaried,no
20.16,161.05,yes,749,20.08,7.19,11,5,5,business,neutral
9.43,87.39,no,533,14.42,3.75,2,6,6,salaried,no
38.1,249.32,yes,731,26.46,5.27,15,3,10,salaried,yes
6.73,70.71,no,541,17.38,1.47,3,4,6,salaried,no
8.81,112.39,no,597,15.59,2.59,6,5,1,salaried,no
17.49,147.99,yes,637,17.69,5.53,10,4,4,salaried,neutral
16.11,111.39,yes,695,18.81,4.49,15,2,8,salaried,yes
26.63,101.86,yes,613,20.43,2.92,9,3,9,business,yes
10.87,101.66,no,470,13.01,7.22,8,0,2,self_employed,no
23.23,226.25,no,521,11.51,13.38,3,5,4,salaried,no
33.79,154.11,yes,680,21.31,4.58,12,5,2,salaried,yes
67.05,262.24,yes,734,48.69,5.78,11,2,5,salaried,yes
21.09,185.05,yes,720,30.5,1.65,11,4,10,business,yes
6.7,35.97,yes,778,18.06,3.18,2,2,6,self_employed,neutral
5.8,81.75,no,548,10.56,0.85,7,1,5,business,no
42.62,181.47,yes,746,28.7,15.3,19,1,8,self_employed,yes
6.63,75.57,yes,680,11.04,1.06,7,2,4,salaried,yes
87.52,527.05,no,761,60.92,9.86,10,2,4,salaried,neutral
46.36,160.37,yes,780,26.03,5.2,13,6,3,self_employed,yes
7.97,133.67,no,591,11.22,4.66,5,0,3,business,no
43.56,257.75,yes,742,32.12,12.95,11,2,8,self_employed,yes
44.48,402.78,yes,651,34.61,16.97,9,2,8,business,neutral
5.23,65.19,yes,703,14.22,1.14,2,1,3,self_employed,neutral
11.87,84.6,no,567,10.06,6.88,6,3,5,salaried,no
12.0,101.17,yes,542,4.31,4.48,4,0,5,business,no
7.37,67.79,yes,610,13.23,1.24,7,3,3,self_employed,neutral
30.1,249.11,yes,874,12.45,2.26,11,5,4,salaried,yes
52.73,299.45,yes,820,54.2,13.25,28,2,1,business,yes
39.19,212.58,yes,839,25.74,11.19,13,3,8,salaried,yes
11.82,108.24,yes,673,15.07,2.7,5,5,2,salaried,neutral
10.84,68.06,yes,760,35.39,2.67,13,5,4,salaried,yes
15.77,62.86,no,635,15.35,3.13,9,4,9,salaried,neutral
82.05,549.29,yes,745,24.94,10.33,25,1,10,salaried,yes
12.75,177.57,no,778,13.95,1.84,7,6,6,self_employed,no
34.72,280.9,yes,692,24.95,6.95,12,3,8,self_employed,yes
24.35,207.79,yes,768,23.21,6.53,19,2,7,business,yes
6.07,40.87,yes,715,14.31,1.84,13,3,9,salaried,yes
11.33,142.97,no,618,16.43,2.25,6,0,6,self_employed,no
37.9,129.44,yes,679,39.76,7.5,3,0,7,salaried,yes
8.17,138.17,no,579,17.4,0.75,4,1,6,self_employed,no
17.38,97.22,no,721,29.28,3.76,9,0,10,salaried,neutral
41.27,243.92,yes,620,39.12,22.69,17,1,9,self_employed,neutral
39.75,186.64,yes,830,24.61,7.65,12,6,3,salaried,yes
4.39,23.82,no,728,11.97,1.41,13,6,6,self_employed,no
16.68,121.2,yes,643,29.59,5.06,8,5,8,business,neutral
42.95,268.56,yes,724,54.41,4.46,21,0,1,business,yes
22.64,272.93,yes,701,11.1,14.79,6,6,4,self_employed,no
22.93,116.02,yes,811,20.4,7.64,12,5,6,salaried,yes
13.59,74.08,yes,682,8.17,6.35,8,2,5,self_employed,neutral
8.26,92.9,yes,819,13.06,3.74,8,1,2,business,neutral
5.55,51.13,no,560,14.35,2.17,5,0,8,salaried,no
19.09,93.74,yes,524,21.87,5.91,4,2,8,self_employed,neutral
6.12,62.54,yes,698,7.19,1.38,5,3,6,self_employed,neutral
9.36,117.63,yes,679,11.69,1.5,13,2,6,salaried,neutral
65.9,324.76,yes,833,52.89,3.3,19,4,6,salaried,yes
38.07,132.52,yes,817,39.28,7.39,19,2,8,salaried,yes
9.84,69.0,no,615,7.71,3.08,10,0,6,salaried,no
30.45,154.52,yes,796,22.2,10.15,13,2,2,salaried,yes
21.8,193.57,yes,884,20.28,6.44,12,2,1,business,yes
30.2,319.36,yes,887,27.37,3.86,11,4,10,salaried,yes
9.86,104.68,yes,715,14.67,3.9,3,4,5,salaried,neutral
49.04,242.31,yes,722,22.1,15.71,11,4,4,salaried,yes
8.17,93.31,no,594,7.28,4.29,7,1,8,self_employed,no
39.9,237.5,yes,774,23.01,15.3,7,6,6,self_employed,neutral
